Word,MD,PartIndex,Part,Type,Meaning
junk,Words/j/junk.md,1,junk,word,
junkie,Words/j/junkie.md,1,junkie,word,
junkyard,Words/j/junkyard.md,1,junkyard,word,
junta,Words/j/junta.md,1,junta,word,
jurisdiction,Words/j/jurisdiction.md,1,jurisdic,stem,
jurisdiction,Words/j/jurisdiction.md,2,tion,suffix,名词后缀
jurisprudence,Words/j/jurisprudence.md,1,jurisprud,stem,
jurisprudence,Words/j/jurisprudence.md,2,ence,suffix,名词后缀
jurist,Words/j/jurist.md,1,jur,stem,
jurist,Words/j/jurist.md,2,ist,suffix,人
juror,Words/j/juror.md,1,jur,stem,
juror,Words/j/juror.md,2,or,suffix,人/物
jury,Words/j/jury.md,1,jur,stem,
jury,Words/j/jury.md,2,y,suffix,形容词/名词后缀
just,Words/j/just.md,1,just,word,
justice,Words/j/justice.md,1,justice,word,
justifiable,Words/j/justifiable.md,1,justifi,stem,
justifiable,Words/j/justifiable.md,2,able,suffix,可
justifiably,Words/j/justifiably.md,1,justifiab,stem,
justifiably,Words/j/justifiably.md,2,ly,suffix,副词后缀
justification,Words/j/justification.md,1,fic,root,做
justification,Words/j/justification.md,2,ation,suffix,名词后缀
justified,Words/j/justified.md,1,justifi,stem,
justified,Words/j/justified.md,2,ed,suffix,过去/形容词
justify,Words/j/justify.md,1,justif,stem,
justify,Words/j/justify.md,2,y,suffix,形容词/名词后缀
justly,Words/j/justly.md,1,just,stem,
justly,Words/j/justly.md,2,ly,suffix,副词后缀
jut,Words/j/jut.md,1,jut,word,
juvenile,Words/j/juvenile.md,1,juvenile,word,
juxtapose,Words/j/juxtapose.md,1,pos,root,放
juxtaposition,Words/j/juxtaposition.md,1,pos,root,放
juxtaposition,Words/j/juxtaposition.md,2,tion,suffix,名词后缀
kale,Words/k/kale.md,1,kale,word,
kangaroo,Words/k/kangaroo.md,1,kangaroo,word,
karaoke,Words/k/karaoke.md,1,karaoke,word,
karate,Words/k/karate.md,1,karate,word,
karma,Words/k/karma.md,1,karma,word,
kayak,Words/k/kayak.md,1,kayak,word,
keel,Words/k/keel.md,1,keel,word,
keen,Words/k/keen.md,1,keen,word,
keenly,Words/k/keenly.md,1,keen,stem,
keenly,Words/k/keenly.md,2,ly,suffix,副词后缀
keep,Words/k/keep.md,1,keep,word,
keeper,Words/k/keeper.md,1,keep,stem,
keeper,Words/k/keeper.md,2,er,suffix,人/比较级
keeping,Words/k/keeping.md,1,keep,stem,
keeping,Words/k/keeping.md,2,ing,suffix,进行/名词
keg,Words/k/keg.md,1,keg,word,
kennel,Words/k/kennel.md,1,kennel,word,
kenyan,Words/k/kenyan.md,1,kenyan,word,
kernel,Words/k/kernel.md,1,kernel,word,
kerosene,Words/k/kerosene.md,1,kerosene,word,
ketchup,Words/k/ketchup.md,1,ketchup,word,
kettle,Words/k/kettle.md,1,kettle,word,
key,Words/k/key.md,1,key,word,
keyboard,Words/k/keyboard.md,1,keyboard,word,
keynote,Words/k/keynote.md,1,keynote,word,
keypad,Words/k/keypad.md,1,keypad,word,
keyword,Words/k/keyword.md,1,keyword,word,
khaki,Words/k/khaki.md,1,khaki,word,
khakis,Words/k/khakis.md,1,khakis,word,
kick,Words/k/kick.md,1,kick,word,
kickback,Words/k/kickback.md,1,kickback,word,
kicker,Words/k/kicker.md,1,kick,stem,
kicker,Words/k/kicker.md,2,er,suffix,人/比较级
kickoff,Words/k/kickoff.md,1,kickoff,word,
kid,Words/k/kid.md,1,kid,word,
kidding,Words/k/kidding.md,1,kidd,stem,
kidding,Words/k/kidding.md,2,ing,suffix,进行/名词
kidnap,Words/k/kidnap.md,1,kidnap,word,
kidnapper,Words/k/kidnapper.md,1,kidnapp,stem,
kidnapper,Words/k/kidnapper.md,2,er,suffix,人/比较级
kidnapping,Words/k/kidnapping.md,1,kidnapp,stem,
kidnapping,Words/k/kidnapping.md,2,ing,suffix,进行/名词
kidney,Words/k/kidney.md,1,kidne,stem,
kidney,Words/k/kidney.md,2,y,suffix,形容词/名词后缀
kill,Words/k/kill.md,1,kill,word,
killer,Words/k/killer.md,1,kill,stem,
killer,Words/k/killer.md,2,er,suffix,人/比较级
killing,Words/k/killing.md,1,kill,stem,
killing,Words/k/killing.md,2,ing,suffix,进行/名词
kiln,Words/k/kiln.md,1,kiln,word,
kimono,Words/k/kimono.md,1,kimono,word,
kin,Words/k/kin.md,1,kin,word,
kind,Words/k/kind.md,1,kind,word,
kinda,Words/k/kinda.md,1,kinda,word,
kindergarten,Words/k/kindergarten.md,1,kindergarten,word,
kindle,Words/k/kindle.md,1,kindle,word,
kindly,Words/k/kindly.md,1,kind,stem,
kindly,Words/k/kindly.md,2,ly,suffix,副词后缀
kindness,Words/k/kindness.md,1,kind,stem,
kindness,Words/k/kindness.md,2,ness,suffix,性质
kindred,Words/k/kindred.md,1,kindr,stem,
kindred,Words/k/kindred.md,2,ed,suffix,过去/形容词
kinetic,Words/k/kinetic.md,1,kinet,stem,
kinetic,Words/k/kinetic.md,2,ic,suffix,形容词后缀
king,Words/k/king.md,1,king,word,
kingdom,Words/k/kingdom.md,1,kingdom,word,
kink,Words/k/kink.md,1,kink,word,
kinship,Words/k/kinship.md,1,kin,stem,
kinship,Words/k/kinship.md,2,ship,suffix,关系/状态
kiosk,Words/k/kiosk.md,1,kiosk,word,
kiss,Words/k/kiss.md,1,kiss,word,
kissing,Words/k/kissing.md,1,kiss,stem,
kissing,Words/k/kissing.md,2,ing,suffix,进行/名词
kit,Words/k/kit.md,1,kit,word,
kitchen,Words/k/kitchen.md,1,kitchen,word,
kite,Words/k/kite.md,1,kite,word,
kitsch,Words/k/kitsch.md,1,kitsch,word,
kitten,Words/k/kitten.md,1,kitten,word,
knack,Words/k/knack.md,1,knack,word,
knapsack,Words/k/knapsack.md,1,knapsack,word,
knead,Words/k/knead.md,1,knead,word,
knee,Words/k/knee.md,1,knee,word,
kneel,Words/k/kneel.md,1,kneel,word,
knife,Words/k/knife.md,1,knife,word,
knight,Words/k/knight.md,1,knight,word,
knit,Words/k/knit.md,1,knit,word,
knitting,Words/k/knitting.md,1,knitt,stem,
knitting,Words/k/knitting.md,2,ing,suffix,进行/名词
knob,Words/k/knob.md,1,knob,word,
knock,Words/k/knock.md,1,knock,word,
knocking,Words/k/knocking.md,1,knock,stem,
knocking,Words/k/knocking.md,2,ing,suffix,进行/名词
knockout,Words/k/knockout.md,1,knockout,word,
knoll,Words/k/knoll.md,1,knoll,word,
knot,Words/k/knot.md,1,knot,word,
knotted,Words/k/knotted.md,1,knott,stem,
knotted,Words/k/knotted.md,2,ed,suffix,过去/形容词
know-how,Words/k/know-how.md,1,know-how,word,
know,Words/k/know.md,1,know,word,
knowing,Words/k/knowing.md,1,know,stem,
knowing,Words/k/knowing.md,2,ing,suffix,进行/名词
knowingly,Words/k/knowingly.md,1,knowing,stem,
knowingly,Words/k/knowingly.md,2,ly,suffix,副词后缀
knowledge,Words/k/knowledge.md,1,knowledge,word,
knowledgeable,Words/k/knowledgeable.md,1,knowledge,stem,
knowledgeable,Words/k/knowledgeable.md,2,able,suffix,可
known,Words/k/known.md,1,known,word,
knuckle,Words/k/knuckle.md,1,knuckle,word,
koran,Words/k/koran.md,1,koran,word,
korean,Words/k/korean.md,1,korean,word,
kosher,Words/k/kosher.md,1,kosh,stem,
kosher,Words/k/kosher.md,2,er,suffix,人/比较级
kurd,Words/k/kurd.md,1,kurd,word,
kurdish,Words/k/kurdish.md,1,kurdish,word,
kuwaiti,Words/k/kuwaiti.md,1,kuwaiti,word,
lab,Words/l/lab.md,1,lab,word,
label,Words/l/label.md,1,label,word,
labeled,Words/l/labeled.md,1,label,stem,
labeled,Words/l/labeled.md,2,ed,suffix,过去/形容词
labeling,Words/l/labeling.md,1,label,stem,
labeling,Words/l/labeling.md,2,ing,suffix,进行/名词
labor-intensive,Words/l/labor-intensive.md,1,labor-intens,stem,
labor-intensive,Words/l/labor-intensive.md,2,ive,suffix,形容词后缀
labor,Words/l/labor.md,1,lab,stem,
labor,Words/l/labor.md,2,or,suffix,人/物
laboratory,Words/l/laboratory.md,1,laborator,stem,
laboratory,Words/l/laboratory.md,2,y,suffix,形容词/名词后缀
laborer,Words/l/laborer.md,1,labor,stem,
laborer,Words/l/laborer.md,2,er,suffix,人/比较级
laborious,Words/l/laborious.md,1,labori,stem,
laborious,Words/l/laborious.md,2,ous,suffix,充满
labour,Words/l/labour.md,1,labour,word,
labyrinth,Words/l/labyrinth.md,1,labyrinth,word,
lace,Words/l/lace.md,1,lace,word,
lack,Words/l/lack.md,1,lack,word,
lackluster,Words/l/lackluster.md,1,lacklust,stem,
lackluster,Words/l/lackluster.md,2,er,suffix,人/比较级
lacquer,Words/l/lacquer.md,1,lacqu,stem,
lacquer,Words/l/lacquer.md,2,er,suffix,人/比较级
lacrosse,Words/l/lacrosse.md,1,lacrosse,word,
lacy,Words/l/lacy.md,1,lac,stem,
lacy,Words/l/lacy.md,2,y,suffix,形容词/名词后缀
lad,Words/l/lad.md,1,lad,word,
ladder,Words/l/ladder.md,1,ladd,stem,
ladder,Words/l/ladder.md,2,er,suffix,人/比较级
laden,Words/l/laden.md,1,laden,word,
ladle,Words/l/ladle.md,1,ladle,word,
lady,Words/l/lady.md,1,lad,stem,
lady,Words/l/lady.md,2,y,suffix,形容词/名词后缀
lag,Words/l/lag.md,1,lag,word,
lagoon,Words/l/lagoon.md,1,lagoon,word,
laid-back,Words/l/laid-back.md,1,laid-back,word,
lair,Words/l/lair.md,1,lair,word,
laissez-faire,Words/l/laissez-faire.md,1,laissez-faire,word,
laity,Words/l/laity.md,1,lai,stem,
laity,Words/l/laity.md,2,ty,suffix,性质
lake,Words/l/lake.md,1,lake,word,
lamb,Words/l/lamb.md,1,lamb,word,
lame,Words/l/lame.md,1,lame,word,
lament,Words/l/lament.md,1,lam,stem,
lament,Words/l/lament.md,2,ent,suffix,人/物
laminated,Words/l/laminated.md,1,laminat,stem,
laminated,Words/l/laminated.md,2,ed,suffix,过去/形容词
lamp,Words/l/lamp.md,1,lamp,word,
lance,Words/l/lance.md,1,lance,word,
land-use,Words/l/land-use.md,1,land-use,word,
land,Words/l/land.md,1,land,word,
landed,Words/l/landed.md,1,land,stem,
landed,Words/l/landed.md,2,ed,suffix,过去/形容词
lander,Words/l/lander.md,1,land,stem,
lander,Words/l/lander.md,2,er,suffix,人/比较级
landfall,Words/l/landfall.md,1,landfall,word,
landfill,Words/l/landfill.md,1,landfill,word,
landing,Words/l/landing.md,1,land,stem,
landing,Words/l/landing.md,2,ing,suffix,进行/名词
landlady,Words/l/landlady.md,1,landlad,stem,
landlady,Words/l/landlady.md,2,y,suffix,形容词/名词后缀
landlord,Words/l/landlord.md,1,landlord,word,
landmark,Words/l/landmark.md,1,landmark,word,
landowner,Words/l/landowner.md,1,landown,stem,
landowner,Words/l/landowner.md,2,er,suffix,人/比较级
landscape,Words/l/landscape.md,1,cap,root,抓/取
landscaping,Words/l/landscaping.md,1,cap,root,抓/取
landscaping,Words/l/landscaping.md,2,ing,suffix,进行/名词
landslide,Words/l/landslide.md,1,landslide,word,
lane,Words/l/lane.md,1,lane,word,
language,Words/l/language.md,1,language,word,
languid,Words/l/languid.md,1,languid,word,
languish,Words/l/languish.md,1,languish,word,
lanky,Words/l/lanky.md,1,lank,stem,
lanky,Words/l/lanky.md,2,y,suffix,形容词/名词后缀
lantern,Words/l/lantern.md,1,lantern,word,
lap,Words/l/lap.md,1,lap,word,
lapel,Words/l/lapel.md,1,lapel,word,
lapse,Words/l/lapse.md,1,lapse,word,
laptop,Words/l/laptop.md,1,laptop,word,
lard,Words/l/lard.md,1,lard,word,
large-scale,Words/l/large-scale.md,1,large-scale,word,
large,Words/l/large.md,1,large,word,
largely,Words/l/largely.md,1,large,stem,
largely,Words/l/largely.md,2,ly,suffix,副词后缀
largemouth,Words/l/largemouth.md,1,largemouth,word,
larger-than-life,Words/l/larger-than-life.md,1,larger-than-life,word,
lark,Words/l/lark.md,1,lark,word,
larva,Words/l/larva.md,1,larva,word,
lasagna,Words/l/lasagna.md,1,lasagna,word,
laser,Words/l/laser.md,1,las,stem,
laser,Words/l/laser.md,2,er,suffix,人/比较级
lash,Words/l/lash.md,1,lash,word,
last-minute,Words/l/last-minute.md,1,last-minute,word,
last,Words/l/last.md,1,last,word,
lasting,Words/l/lasting.md,1,last,stem,
lasting,Words/l/lasting.md,2,ing,suffix,进行/名词
lastly,Words/l/lastly.md,1,last,stem,
lastly,Words/l/lastly.md,2,ly,suffix,副词后缀
latch,Words/l/latch.md,1,latch,word,
late-night,Words/l/late-night.md,1,late-night,word,
late,Words/l/late.md,1,late,word,
lately,Words/l/lately.md,1,late,stem,
lately,Words/l/lately.md,2,ly,suffix,副词后缀
latency,Words/l/latency.md,1,latenc,stem,
latency,Words/l/latency.md,2,y,suffix,形容词/名词后缀
latent,Words/l/latent.md,1,lat,stem,
latent,Words/l/latent.md,2,ent,suffix,人/物
later,Words/l/later.md,1,lat,stem,
later,Words/l/later.md,2,er,suffix,人/比较级
lateral,Words/l/lateral.md,1,later,stem,
lateral,Words/l/lateral.md,2,al,suffix,形容词/名词后缀
latex,Words/l/latex.md,1,latex,word,
latin,Words/l/latin.md,1,latin,word,
latino,Words/l/latino.md,1,latino,word,
latitude,Words/l/latitude.md,1,latitude,word,
latte,Words/l/latte.md,1,latte,word,
latter-day,Words/l/latter-day.md,1,latter-da,stem,
latter-day,Words/l/latter-day.md,2,y,suffix,形容词/名词后缀
latter,Words/l/latter.md,1,latt,stem,
latter,Words/l/latter.md,2,er,suffix,人/比较级
lattice,Words/l/lattice.md,1,lattice,word,
laud,Words/l/laud.md,1,aud,root,听
laudable,Words/l/laudable.md,1,aud,root,听
laudable,Words/l/laudable.md,2,able,suffix,可
laugh,Words/l/laugh.md,1,laugh,word,
laughable,Words/l/laughable.md,1,laugh,stem,
laughable,Words/l/laughable.md,2,able,suffix,可
laughing,Words/l/laughing.md,1,laugh,stem,
laughing,Words/l/laughing.md,2,ing,suffix,进行/名词
laughter,Words/l/laughter.md,1,laught,stem,
laughter,Words/l/laughter.md,2,er,suffix,人/比较级
launch,Words/l/launch.md,1,launch,word,
launcher,Words/l/launcher.md,1,launch,stem,
launcher,Words/l/launcher.md,2,er,suffix,人/比较级
launching,Words/l/launching.md,1,launch,stem,
launching,Words/l/launching.md,2,ing,suffix,进行/名词
launder,Words/l/launder.md,1,laund,stem,
launder,Words/l/launder.md,2,er,suffix,人/比较级
laundering,Words/l/laundering.md,1,launder,stem,
laundering,Words/l/laundering.md,2,ing,suffix,进行/名词
laundry,Words/l/laundry.md,1,laundr,stem,
laundry,Words/l/laundry.md,2,y,suffix,形容词/名词后缀
laureate,Words/l/laureate.md,1,laureate,word,
laurel,Words/l/laurel.md,1,laurel,word,
lava,Words/l/lava.md,1,lava,word,
lavender,Words/l/lavender.md,1,lavend,stem,
lavender,Words/l/lavender.md,2,er,suffix,人/比较级
lavish,Words/l/lavish.md,1,vis,root,看
lavishly,Words/l/lavishly.md,1,vis,root,看
lavishly,Words/l/lavishly.md,2,ly,suffix,副词后缀
law-abiding,Words/l/law-abiding.md,1,law-abid,stem,
law-abiding,Words/l/law-abiding.md,2,ing,suffix,进行/名词
law,Words/l/law.md,1,law,word,
lawful,Words/l/lawful.md,1,law,stem,
lawful,Words/l/lawful.md,2,ful,suffix,充满
lawless,Words/l/lawless.md,1,law,stem,
lawless,Words/l/lawless.md,2,less,suffix,无
lawmaker,Words/l/lawmaker.md,1,lawmak,stem,
lawmaker,Words/l/lawmaker.md,2,er,suffix,人/比较级
lawn,Words/l/lawn.md,1,lawn,word,
lawsuit,Words/l/lawsuit.md,1,lawsuit,word,
lawyer,Words/l/lawyer.md,1,lawy,stem,
lawyer,Words/l/lawyer.md,2,er,suffix,人/比较级
lax,Words/l/lax.md,1,lax,word,
lay,Words/l/lay.md,1,lay,word,
layer,Words/l/layer.md,1,lay,stem,
layer,Words/l/layer.md,2,er,suffix,人/比较级
layered,Words/l/layered.md,1,layer,stem,
layered,Words/l/layered.md,2,ed,suffix,过去/形容词
layering,Words/l/layering.md,1,layer,stem,
layering,Words/l/layering.md,2,ing,suffix,进行/名词
layman,Words/l/layman.md,1,man,root,手
layoff,Words/l/layoff.md,1,layoff,word,
layout,Words/l/layout.md,1,layout,word,
lazily,Words/l/lazily.md,1,lazi,stem,
lazily,Words/l/lazily.md,2,ly,suffix,副词后缀
laziness,Words/l/laziness.md,1,lazi,stem,
laziness,Words/l/laziness.md,2,ness,suffix,性质
lazy,Words/l/lazy.md,1,laz,stem,
lazy,Words/l/lazy.md,2,y,suffix,形容词/名词后缀
lcd,Words/l/lcd.md,1,lcd,word,
leach,Words/l/leach.md,1,leach,word,
lead,Words/l/lead.md,1,lead,word,
leader,Words/l/leader.md,1,lead,stem,
leader,Words/l/leader.md,2,er,suffix,人/比较级
leadership,Words/l/leadership.md,1,leader,stem,
leadership,Words/l/leadership.md,2,ship,suffix,关系/状态
leading,Words/l/leading.md,1,lead,stem,
leading,Words/l/leading.md,2,ing,suffix,进行/名词
leaf,Words/l/leaf.md,1,leaf,word,
leaflet,Words/l/leaflet.md,1,leaflet,word,
leafy,Words/l/leafy.md,1,leaf,stem,
leafy,Words/l/leafy.md,2,y,suffix,形容词/名词后缀
league,Words/l/league.md,1,league,word,
leaguer,Words/l/leaguer.md,1,leagu,stem,
leaguer,Words/l/leaguer.md,2,er,suffix,人/比较级
leak,Words/l/leak.md,1,leak,word,
leakage,Words/l/leakage.md,1,leakage,word,
leaky,Words/l/leaky.md,1,leak,stem,
leaky,Words/l/leaky.md,2,y,suffix,形容词/名词后缀
lean,Words/l/lean.md,1,lean,word,
leaning,Words/l/leaning.md,1,lean,stem,
leaning,Words/l/leaning.md,2,ing,suffix,进行/名词
leap,Words/l/leap.md,1,leap,word,
learn,Words/l/learn.md,1,learn,word,
learned,Words/l/learned.md,1,learn,stem,
learned,Words/l/learned.md,2,ed,suffix,过去/形容词
learner,Words/l/learner.md,1,learn,stem,
learner,Words/l/learner.md,2,er,suffix,人/比较级
learning,Words/l/learning.md,1,learn,stem,
learning,Words/l/learning.md,2,ing,suffix,进行/名词
lease,Words/l/lease.md,1,lease,word,
leash,Words/l/leash.md,1,leash,word,
leasing,Words/l/leasing.md,1,leas,stem,
leasing,Words/l/leasing.md,2,ing,suffix,进行/名词
least,Words/l/least.md,1,least,word,
leather,Words/l/leather.md,1,leath,stem,
leather,Words/l/leather.md,2,er,suffix,人/比较级
leathery,Words/l/leathery.md,1,leather,stem,
leathery,Words/l/leathery.md,2,y,suffix,形容词/名词后缀
leave,Words/l/leave.md,1,leave,word,
leaving,Words/l/leaving.md,1,leav,stem,
leaving,Words/l/leaving.md,2,ing,suffix,进行/名词
lebanese,Words/l/lebanese.md,1,lebanese,word,
lecture,Words/l/lecture.md,1,lect,stem,
lecture,Words/l/lecture.md,2,ure,suffix,名词后缀
lecturer,Words/l/lecturer.md,1,lectur,stem,
lecturer,Words/l/lecturer.md,2,er,suffix,人/比较级
led,Words/l/led.md,1,led,word,
ledge,Words/l/ledge.md,1,ledge,word,
ledger,Words/l/ledger.md,1,ledg,stem,
ledger,Words/l/ledger.md,2,er,suffix,人/比较级
leech,Words/l/leech.md,1,leech,word,
leek,Words/l/leek.md,1,leek,word,
leery,Words/l/leery.md,1,leer,stem,
leery,Words/l/leery.md,2,y,suffix,形容词/名词后缀
leeway,Words/l/leeway.md,1,leewa,stem,
leeway,Words/l/leeway.md,2,y,suffix,形容词/名词后缀
left-hand,Words/l/left-hand.md,1,left-hand,word,
left-handed,Words/l/left-handed.md,1,left-hand,stem,
left-handed,Words/l/left-handed.md,2,ed,suffix,过去/形容词
left-hander,Words/l/left-hander.md,1,left-hand,stem,
left-hander,Words/l/left-hander.md,2,er,suffix,人/比较级
left-wing,Words/l/left-wing.md,1,left-w,stem,
left-wing,Words/l/left-wing.md,2,ing,suffix,进行/名词
left,Words/l/left.md,1,left,word,
leftist,Words/l/leftist.md,1,left,stem,
leftist,Words/l/leftist.md,2,ist,suffix,人
leftover,Words/l/leftover.md,1,leftov,stem,
leftover,Words/l/leftover.md,2,er,suffix,人/比较级
lefty,Words/l/lefty.md,1,lef,stem,
lefty,Words/l/lefty.md,2,ty,suffix,性质
leg,Words/l/leg.md,1,leg,word,
legacy,Words/l/legacy.md,1,legac,stem,
legacy,Words/l/legacy.md,2,y,suffix,形容词/名词后缀
legal,Words/l/legal.md,1,leg,stem,
legal,Words/l/legal.md,2,al,suffix,形容词/名词后缀
legality,Words/l/legality.md,1,legal,stem,
legality,Words/l/legality.md,2,ity,suffix,性质
legalization,Words/l/legalization.md,1,legaliz,stem,
legalization,Words/l/legalization.md,2,ation,suffix,名词后缀
legalize,Words/l/legalize.md,1,legal,stem,
legalize,Words/l/legalize.md,2,ize,suffix,使成为
legally,Words/l/legally.md,1,legal,stem,
legally,Words/l/legally.md,2,ly,suffix,副词后缀
legend,Words/l/legend.md,1,legend,word,
legendary,Words/l/legendary.md,1,legend,stem,
legendary,Words/l/legendary.md,2,ary,suffix,有关
legging,Words/l/legging.md,1,legg,stem,
legging,Words/l/legging.md,2,ing,suffix,进行/名词
legion,Words/l/legion.md,1,leg,stem,
legion,Words/l/legion.md,2,ion,suffix,名词后缀
legislate,Words/l/legislate.md,1,legislate,word,
legislation,Words/l/legislation.md,1,legisl,stem,
legislation,Words/l/legislation.md,2,ation,suffix,名词后缀
legislative,Words/l/legislative.md,1,legislat,stem,
legislative,Words/l/legislative.md,2,ive,suffix,形容词后缀
legislator,Words/l/legislator.md,1,legislat,stem,
legislator,Words/l/legislator.md,2,or,suffix,人/物
legislature,Words/l/legislature.md,1,legislat,stem,
legislature,Words/l/legislature.md,2,ure,suffix,名词后缀
legitimacy,Words/l/legitimacy.md,1,legitimac,stem,
legitimacy,Words/l/legitimacy.md,2,y,suffix,形容词/名词后缀
legitimate,Words/l/legitimate.md,1,legitimate,word,
legitimately,Words/l/legitimately.md,1,legitimate,stem,
legitimately,Words/l/legitimately.md,2,ly,suffix,副词后缀
legitimize,Words/l/legitimize.md,1,legitim,stem,
legitimize,Words/l/legitimize.md,2,ize,suffix,使成为
legume,Words/l/legume.md,1,legume,word,
leisure,Words/l/leisure.md,1,leis,stem,
leisure,Words/l/leisure.md,2,ure,suffix,名词后缀
leisurely,Words/l/leisurely.md,1,leisure,stem,
leisurely,Words/l/leisurely.md,2,ly,suffix,副词后缀
lemon,Words/l/lemon.md,1,lemon,word,
lemonade,Words/l/lemonade.md,1,lemonade,word,
lend,Words/l/lend.md,1,lend,word,
lender,Words/l/lender.md,1,lend,stem,
lender,Words/l/lender.md,2,er,suffix,人/比较级
lending,Words/l/lending.md,1,lend,stem,
lending,Words/l/lending.md,2,ing,suffix,进行/名词
length,Words/l/length.md,1,length,word,
lengthen,Words/l/lengthen.md,1,lengthen,word,
lengthwise,Words/l/lengthwise.md,1,lengthwise,word,
lengthy,Words/l/lengthy.md,1,length,stem,
lengthy,Words/l/lengthy.md,2,y,suffix,形容词/名词后缀
lenient,Words/l/lenient.md,1,leni,stem,
lenient,Words/l/lenient.md,2,ent,suffix,人/物
lens,Words/l/lens.md,1,lens,word,
lentils,Words/l/lentils.md,1,lentils,word,
leopard,Words/l/leopard.md,1,leopard,word,
leper,Words/l/leper.md,1,lep,stem,
leper,Words/l/leper.md,2,er,suffix,人/比较级
lesbian,Words/l/lesbian.md,1,lesbian,word,
lesion,Words/l/lesion.md,1,les,stem,
lesion,Words/l/lesion.md,2,ion,suffix,名词后缀
less,Words/l/less.md,1,less,word,
lessen,Words/l/lessen.md,1,lessen,word,
lesser,Words/l/lesser.md,1,less,stem,
lesser,Words/l/lesser.md,2,er,suffix,人/比较级
lesson,Words/l/lesson.md,1,lesson,word,
lest,Words/l/lest.md,1,lest,word,
let,Words/l/let.md,1,let,word,
lethal,Words/l/lethal.md,1,leth,stem,
lethal,Words/l/lethal.md,2,al,suffix,形容词/名词后缀
letter,Words/l/letter.md,1,lett,stem,
letter,Words/l/letter.md,2,er,suffix,人/比较级
lettering,Words/l/lettering.md,1,letter,stem,
lettering,Words/l/lettering.md,2,ing,suffix,进行/名词
lettuce,Words/l/lettuce.md,1,lettuce,word,
leukemia,Words/l/leukemia.md,1,leukemia,word,
levee,Words/l/levee.md,1,levee,word,
level,Words/l/level.md,1,level,word,
lever,Words/l/lever.md,1,lev,stem,
lever,Words/l/lever.md,2,er,suffix,人/比较级
leverage,Words/l/leverage.md,1,leverage,word,
leveraged,Words/l/leveraged.md,1,leverag,stem,
leveraged,Words/l/leveraged.md,2,ed,suffix,过去/形容词
levy,Words/l/levy.md,1,lev,stem,
levy,Words/l/levy.md,2,y,suffix,形容词/名词后缀
lewd,Words/l/lewd.md,1,lewd,word,
lexicon,Words/l/lexicon.md,1,lexicon,word,
liability,Words/l/liability.md,1,liabil,stem,
liability,Words/l/liability.md,2,ity,suffix,性质
liable,Words/l/liable.md,1,liable,word,
liaison,Words/l/liaison.md,1,liaison,word,
liar,Words/l/liar.md,1,liar,word,
libel,Words/l/libel.md,1,libel,word,
liberal,Words/l/liberal.md,1,liber,stem,
liberal,Words/l/liberal.md,2,al,suffix,形容词/名词后缀
liberalism,Words/l/liberalism.md,1,liberal,stem,
liberalism,Words/l/liberalism.md,2,ism,suffix,主义
liberalization,Words/l/liberalization.md,1,liberaliz,stem,
liberalization,Words/l/liberalization.md,2,ation,suffix,名词后缀
liberalize,Words/l/liberalize.md,1,liberal,stem,
liberalize,Words/l/liberalize.md,2,ize,suffix,使成为
liberally,Words/l/liberally.md,1,liberal,stem,
liberally,Words/l/liberally.md,2,ly,suffix,副词后缀
liberate,Words/l/liberate.md,1,liberate,word,
liberated,Words/l/liberated.md,1,liberat,stem,
liberated,Words/l/liberated.md,2,ed,suffix,过去/形容词
liberating,Words/l/liberating.md,1,liberat,stem,
liberating,Words/l/liberating.md,2,ing,suffix,进行/名词
liberation,Words/l/liberation.md,1,liber,stem,
liberation,Words/l/liberation.md,2,ation,suffix,名词后缀
liberator,Words/l/liberator.md,1,liberat,stem,
liberator,Words/l/liberator.md,2,or,suffix,人/物
libertarian,Words/l/libertarian.md,1,libertarian,word,
liberty,Words/l/liberty.md,1,liber,stem,
liberty,Words/l/liberty.md,2,ty,suffix,性质
libido,Words/l/libido.md,1,libido,word,
librarian,Words/l/librarian.md,1,librarian,word,
library,Words/l/library.md,1,libr,stem,
library,Words/l/library.md,2,ary,suffix,有关
libyan,Words/l/libyan.md,1,libyan,word,
license,Words/l/license.md,1,license,word,
licensed,Words/l/licensed.md,1,licens,stem,
licensed,Words/l/licensed.md,2,ed,suffix,过去/形容词
licensing,Words/l/licensing.md,1,licens,stem,
licensing,Words/l/licensing.md,2,ing,suffix,进行/名词
lichen,Words/l/lichen.md,1,lichen,word,
lick,Words/l/lick.md,1,lick,word,
lid,Words/l/lid.md,1,lid,word,
lie,Words/l/lie.md,1,lie,word,
lieu,Words/l/lieu.md,1,lieu,word,
lieutenant,Words/l/lieutenant.md,1,lieuten,stem,
lieutenant,Words/l/lieutenant.md,2,ant,suffix,人/物
life-saving,Words/l/life-saving.md,1,life-sav,stem,
life-saving,Words/l/life-saving.md,2,ing,suffix,进行/名词
life-size,Words/l/life-size.md,1,life-s,stem,
life-size,Words/l/life-size.md,2,ize,suffix,使成为
life-threatening,Words/l/life-threatening.md,1,life-threaten,stem,
life-threatening,Words/l/life-threatening.md,2,ing,suffix,进行/名词
life,Words/l/life.md,1,life,word,
lifeboat,Words/l/lifeboat.md,1,lifeboat,word,
lifeguard,Words/l/lifeguard.md,1,lifeguard,word,
lifeless,Words/l/lifeless.md,1,life,stem,
lifeless,Words/l/lifeless.md,2,less,suffix,无
