id,word,example_no,sentence,translation,word_meaning
006159,groove,2,She\'s really in the groove when she\'s dancing.,她跳舞的时候真是状态极佳。,最佳状态；得心应手的状态
006159,groove,3,The new song has a great groove that makes you want to move.,这首新歌有很棒的节奏，让你想要动起来。,节奏；韵律
006160,grope,1,He groped in the dark for the light switch.,他在黑暗中摸索着找电灯开关。,摸索；探寻
006160,grope,2,She groped for the right words to express her feelings.,她竭力搜寻恰当的词语来表达自己的感情。,竭力搜寻
006160,grope,3,The blind man groped along the wall to find his way.,那个盲人沿着墙摸索着寻找出路。,摸索
006161,gross,1,The gross weight of the package is 10 kilograms.,这个包裹的毛重是 10 千克。,毛重的；总的
006161,gross,2,His gross manners at the dinner table were unacceptable.,他在餐桌上粗俗的举止是不可接受的。,粗俗的；不雅的
006161,gross,3,The company\'s gross profit increased by 20% last year.,公司去年的毛利增长了 20%。,总的；毛的（利润）
006162,grossly,1,The company was grossly negligent in its handling of customer data.,这家公司在处理客户数据方面严重疏忽。,严重地；极度地
006162,grossly,2,He was grossly overweight and needed to exercise more.,他体重严重超标，需要多锻炼。,非常；极其
006162,grossly,3,The estimate was grossly inaccurate.,这个估计极其不准确。,极其；非常
006163,grotesque,1,The mask had a grotesque appearance.,这个面具有着怪异的外观。,怪异的；怪诞的
006163,grotesque,2,The old building was decorated in a grotesque style.,这座老建筑以一种怪诞的风格装饰着。,怪诞的；奇异的
006163,grotesque,3,His face took on a grotesque expression.,他的脸上呈现出一种怪异的表情。,怪异的；奇特的
006164,grotto,1,We discovered a beautiful grotto hidden in the forest.,我们发现了一个隐藏在森林里的美丽洞穴。,洞穴
006164,grotto,2,The artist spent hours painting the grotto in all its detail.,这位艺术家花了几个小时把这个洞穴的所有细节都画了下来。,洞穴
006164,grotto,3,Tourists were amazed by the unique formations inside the grotto.,游客们对洞穴内独特的构造感到惊奇。,洞穴
006165,ground,1,The children were playing on the ground.,孩子们正在地上玩耍。,地面；土地
006165,ground,2,She lost her ground in the argument.,她在争论中失去了优势。,优势；根据
006165,ground,3,The pilot was forced to make an emergency landing on rough ground.,飞行员被迫在崎岖的地面紧急降落。,地面；场地
006166,grounding,1,A good grounding in mathematics is essential for a career in engineering.,在数学方面有良好的基础对于从事工程职业至关重要。,基础；根基
006166,grounding,2,The child needs more grounding in discipline.,这孩子需要在纪律方面接受更多的教导。,教导；训练
006166,grounding,3,His ideas have no grounding in reality.,他的想法没有现实基础。,基础；根据
006167,groundwater,1,The excessive pumping of groundwater has led to land subsidence in this area.,过度抽取地下水已导致这个地区地面下沉。,地下水
006167,groundwater,2,Groundwater contamination is a serious environmental problem.,地下水污染是一个严重的环境问题。,地下水
006167,groundwater,3,The villagers rely on groundwater for their daily water supply.,村民们依靠地下水来满足日常用水供应。,地下水
006168,groundwork,1,The research laid the groundwork for future studies.,这项研究为未来的研究奠定了基础。,基础；根基
006168,groundwork,2,We need to do the groundwork before starting the project.,在开始这个项目之前，我们需要做好基础工作。,基础工作
006168,groundwork,3,Her years of experience provided the groundwork for her success.,她多年的经验为她的成功奠定了基础。,基础
006169,group,1,The students were divided into several groups for the project.,学生们为这个项目被分成了几个小组。,组，团体
006169,group,2,A group of tourists is visiting the museum.,一群游客正在参观博物馆。,群，批
006169,group,3,The rock band is a popular group.,这个摇滚乐队是一个受欢迎的团体。,团体，乐队
006170,grouping,1,The grouping of students by ability helps to tailor the teaching approach.,按能力对学生进行分组有助于调整教学方法。,分组；分类
006170,grouping,2,This new software provides an efficient grouping of data for analysis.,这款新软件为分析提供了有效的数据分组。,分组；归类
006170,grouping,3,The grouping of these paintings according to style is quite interesting.,根据风格对这些画作进行分组相当有趣。,分组；组合
006171,grouse,1,He\'s always grousing about the weather.,他总是抱怨天气。,抱怨
006171,grouse,2,The workers groused that they were not paid enough.,工人们发牢骚说他们的工资太低。,发牢骚
006171,grouse,3,She groused to her friend about the long hours at work.,她向朋友抱怨工作时间太长。,抱怨
006172,grove,1,We walked through the shady grove of oak trees.,我们穿过了那片阴凉的橡树小树林。,小树林
006172,grove,2,The apple grove produced a bumper crop this year.,今年苹果园大丰收。,果园
006172,grove,3,They had a picnic in the peaceful grove by the river.,他们在河边宁静的小树林里野餐。,小树林
006173,grow,1,The flowers grow beautifully in the garden.,这些花在花园里开得很美。,生长
006173,grow,2,He wants to grow his business and make more money.,他想扩大他的生意并赚更多的钱。,发展；扩大
006173,grow,3,"As children grow older, they become more independent.",随着孩子们长大，他们变得更加独立。,长大；成长
006174,grower,1,The grower carefully tended to the apple orchard.,这位种植者精心照料着苹果园。,种植者
006174,grower,2,The rose grower has won many awards for her beautiful flowers.,这位玫瑰种植者因其美丽的花朵赢得了许多奖项。,种植者
006174,grower,3,The vegetable grower supplies fresh produce to the local market.,这位蔬菜种植者为当地市场供应新鲜的农产品。,种植者
006175,growing,1,The growing demand for clean energy is driving innovation.,对清洁能源不断增长的需求正在推动创新。,不断增长的
006175,growing,2,She has a growing interest in art history.,她对艺术史的兴趣与日俱增。,与日俱增的
006175,growing,3,The company is facing growing competition in the market.,这家公司在市场上面临着越来越激烈的竞争。,越来越多的；不断加剧的
006176,growl,1,The dog growled at the stranger.,这只狗对着陌生人狂吠。,（狗等）狂吠
006176,growl,2,He growled in anger when he heard the news.,当他听到这个消息时，愤怒地咆哮起来。,咆哮；怒吼
006176,growl,3,The thunder growled in the distance.,远处雷声隆隆。,（雷）作隆隆声
006177,grown,1,She has grown into a beautiful woman.,她已长成一个美丽的女人。,成长；变成
006177,grown,2,The grown-ups were having a serious discussion.,大人们正在进行严肃的讨论。,成年的；成熟的
006177,grown,3,The plants have grown very tall this summer.,今年夏天这些植物长得非常高。,生长；发育
006178,growth,1,The growth of the economy has been steady this year.,今年经济的增长一直很稳定。,增长；发展
006178,growth,2,Childhood is a period of rapid growth.,童年是生长迅速的时期。,生长；发育
006178,growth,3,The company is focused on achieving sustainable growth.,这家公司专注于实现可持续的增长。,增长；发展
006179,grub,1,The pigs were grubbing around in the dirt for food.,猪在泥土里拱来拱去寻找食物。,用鼻子拱土
006179,grub,2,We need to grub up these weeds.,我们得把这些杂草连根挖掉。,挖出，连根拔起
006179,grub,3,He managed to grub a living by doing odd jobs.,他靠打零工勉强维持生计。,费力地取得，搜寻到
006180,grudge,1,I have always held a grudge against him for that incident.,因为那件事，我一直对他心怀怨恨。,怨恨；嫌隙
006180,grudge,2,She bears no grudge against you for what happened.,对于所发生的事，她对你没有怨恨。,怨恨；不满
006180,grudge,3,He has a grudge about not being promoted.,他因未获晋升而心怀不满。,不满；积怨
006181,grudging,1,He gave me a grudging apology.,他很不情愿地向我道了歉。,不情愿的；勉强的
006181,grudging,2,She accepted his help with grudging thanks.,她勉强地道了谢，接受了他的帮助。,不情愿的；勉强的
006181,grudging,3,There was grudging admiration for his opponent\'s skill.,对他对手的技巧勉强表示钦佩。,勉强的；不情愿的
006182,grueling,1,The marathon was a grueling test of endurance.,这场马拉松是对耐力的艰苦考验。,极其费力的；令人筋疲力尽的
006182,grueling,2,He had just completed a grueling week of work.,他刚刚完成了一周极其繁重的工作。,使人极度疲劳的
006182,grueling,3,The soldiers endured a grueling training regime.,士兵们忍受着艰苦的训练制度。,折磨人的；艰难的
006183,gruesome,1,The accident scene was a gruesome sight.,事故现场是一幅可怕的景象。,可怕的；令人毛骨悚然的
006183,gruesome,2,He told us a gruesome story about a haunted house.,他给我们讲了一个关于鬼屋的可怕故事。,恐怖的；阴森的
006183,gruesome,3,The movie contained some gruesome scenes of violence.,这部电影包含了一些暴力的恐怖场景。,令人厌恶的；残忍的
006184,gruff,1,The old man has a gruff voice.,这位老人的声音粗哑。,粗哑的
006184,gruff,2,He gave a gruff reply and walked away.,他生硬地回答了一句就走开了。,生硬的
006184,gruff,3,"The boss has a gruff manner, but he\'s fair.",老板态度粗暴，但他很公正。,粗暴的
006185,grumble,1,He always grumbles about the bad weather.,他总是抱怨糟糕的天气。,抱怨
006185,grumble,2,The workers grumbled at the low pay.,工人们因工资低而发牢骚。,发牢骚
006185,grumble,3,She grumbled that she had too much work to do.,她嘟囔着说她有太多工作要做。,嘟囔
006186,grumpy,1,He\'s always grumpy in the morning.,他早上总是脾气暴躁。,脾气暴躁的
006186,grumpy,2,The grumpy old man shouted at the children.,那个脾气坏的老头对孩子们大喊大叫。,脾气坏的
006186,grumpy,3,I don\'t want to talk to her when she\'s grumpy.,当她脾气不好的时候我不想和她说话。,脾气不好的
006187,grunt,1,The pig grunted contentedly as it ate.,猪在吃东西时满足地哼哼着。,发出呼噜声；发出哼声
006187,grunt,2,He grunted in pain when he lifted the heavy box.,他提起那个重箱子时痛苦地哼了一声。,（因痛苦、费力等）发出哼声
006187,grunt,3,She only grunted in response to my question.,对于我的问题，她只是哼了一声作为回答。,咕哝；嘟囔
006188,guarantee,1,The watch comes with a two-year guarantee.,该手表享有两年保修。,保修单；保证；担保
006188,guarantee,2,We guarantee to deliver within 48 hours.,我们保证48小时内发货。,保证；担保
006188,guarantee,3,A diploma is no guarantee of efficiency.,文凭并不能保证效率。,保证；保障
006189,guard,1,The guard stood at the entrance of the building.,警卫站在大楼门口。,警卫
006189,guard,2,You should always guard your personal information carefully.,您应该始终小心保护您的个人信息。,保护；守卫
006189,guard,3,The dog is guarding the house.,狗正在看守房子。,守卫；看守
006190,guarded,1,She gave a guarded smile.,她露出谨慎的微笑。,谨慎的
006190,guarded,2,The information was treated in a guarded manner.,该信息受到谨慎处理。,谨慎的
006190,guarded,3,He was guarded in his response to the question.,他对这个问题的回答很谨慎。,谨慎的
006191,guardian,1,The child\'s legal guardian was her aunt.,孩子的法定监护人是她的阿姨。,监护人
006191,guardian,2,The museum\'s guardians are responsible for the safety of the artworks.,博物馆的监护人对艺术品的安全负责。,守护者
006191,guardian,3,The newspaper is a guardian of public interest.,报纸是公共利益的守护者。,捍卫者
006192,gubernatorial,1,The gubernatorial candidate promised to improve the economy.,这位州长候选人承诺改善经济。,与州长有关的
006192,gubernatorial,2,The gubernatorial race was highly competitive.,州长竞选竞争非常激烈。,州长的
006192,gubernatorial,3,She gave a speech on gubernatorial responsibilities.,她发表了关于州长职责的演讲。,州长职位的
006193,guerrilla,1,The guerrilla fighters launched a surprise attack on the enemy camp.,游击战士向敌营发起奇袭。,游击队员
006193,guerrilla,2,The government is struggling to deal with the guerrilla activities in the region.,政府正在努力应对该地区的游击活动。,游击活动
006193,guerrilla,3,He was captured by the guerrilla forces during the war.,战争期间，他被游击队俘虏。,游击队
006194,guess,1,I guess it will rain tomorrow.,我猜明天会下雨。,猜测；推测
006194,guess,2,Can you guess the answer to this riddle?,你能猜出这个谜语的答案吗？,猜；猜想
006194,guess,3,She guessed my age wrongly.,她猜错了我的年龄。,猜中；猜对
006195,guest,1,We have a special guest coming to dinner tonight.,今晚我们有一位特别的客人来吃晚饭。,客人
006195,guest,2,The hotel provides excellent service to its guests.,酒店为客人提供优质的服务。,客人
006195,guest,3,She was invited as a guest on the talk show.,她被邀请作为脱口秀嘉宾。,嘉宾
006196,guidance,1,The students sought guidance from their professor on the difficult assignment.,学生们就这项艰巨的作业向教授寻求指导。,指导；引导
006196,guidance,2,"Under his guidance, the team achieved remarkable success.",在他的带领下，团队取得了令人瞩目的成功。,指导；指引
006196,guidance,3,She needed some guidance to make the right career choice.,她需要一些指导来做出正确的职业选择。,指导；建议
006197,guide,1,The tour guide led us through the ancient city.,导游带领我们参观了古城。,导游
006197,guide,2,This book serves as a guide to healthy eating.,本书可作为健康饮食指南。,指南；指导手册
006197,guide,3,He guided the blind man across the street.,他引导盲人过马路。,引导；带领
006198,guidebook,1,I always carry a guidebook when I travel to new places.,当我去新的地方旅行时，我总是带着一本旅游指南。,旅行指南
006198,guidebook,2,The guidebook provides detailed information about local attractions.,该指南提供了有关当地景点的详细信息。,指南
006198,guidebook,3,We bought a guidebook to help us navigate the city.,我们买了一本旅游指南来帮助我们游览这座城市。,指南
006199,guideline,1,The company issued new guidelines for employee conduct.,公司发布了新的员工行为准则。,准则；指导方针
006199,guideline,2,Please follow the guidelines when submitting your application.,提交申请时请遵循指南。,指导方针
006199,guideline,3,These guidelines are designed to ensure safety in the workplace.,这些准则旨在确保工作场所的安全。,准则
006200,guild,1,The guild of merchants was very powerful in the medieval town.,商人行会在这座中世纪小镇非常强大。,公会；协会
006200,guild,2,He joined the guild of painters to improve his skills.,他加入画家行会以提高自己的技能。,协会
006200,guild,3,The guild organized various activities for its members.,协会为会员组织了丰富多彩的活动。,公会
006201,guilt,1,He felt a deep sense of guilt for his actions.,他对自己的行为感到深深的愧疚。,内疚；罪责
006201,guilt,2,The evidence proved his guilt beyond doubt.,证据无疑证明他有罪。,罪行；有罪
006201,guilt,3,She carried the guilt of the accident with her for years.,多年来，她一直对那次事故抱有愧疚。,内疚；自责
006202,guilty,1,He felt guilty for not telling the truth.,他为没有说出真相而感到内疚。,内疚的；有罪的
006202,guilty,2,The jury found her guilty of the crime.,陪审团认定她有罪。,有罪的
006202,guilty,3,She had a guilty look on her face when I caught her stealing the candy.,当我发现她偷糖果时，她一脸愧疚。,内疚的
006203,guinea,1,The dress cost fifty guineas.,这件衣服花了五十几尼。,几尼（英国旧时金币名）
006203,guinea,2,Guinea pigs make very good pets.,豚鼠是非常好的宠物。,豚鼠
006203,guinea,3,The explorer ventured into the wilds of Guinea.,这位探险家冒险进入了几内亚的荒野。,几内亚（国家名）
006204,guise,1,He appeared in the guise of a doctor.,他以医生的身份出现。,外表；伪装；姿态
006204,guise,2,"Under the guise of friendship, she was actually trying to manipulate me.",她打着友谊的幌子，实际上是想操纵我。,幌子；借口
006204,guise,3,The thief entered the house in the guise of a delivery person.,小偷伪装成送货员进入了房子。,伪装；装扮
006205,guitar,1,He plays the guitar very well.,他吉他弹得很好。,吉他
006205,guitar,2,She bought a new guitar yesterday.,她昨天买了一把新吉他。,吉他
006205,guitar,3,The guitarist is performing on the stage.,吉他手正在舞台上表演。,吉他
006206,guitarist,1,The guitarist played a beautiful melody at the concert.,音乐会上吉他手演奏了优美的旋律。,吉他手
006206,guitarist,2,She dreams of becoming a famous guitarist one day.,她梦想有一天成为一名著名的吉他手。,吉他手
006206,guitarist,3,The young guitarist showed great talent during the competition.,这位年轻的吉他手在比赛中表现出了出色的才华。,吉他手
006207,gulf,1,The gulf between the rich and the poor is widening.,富人和穷人之间的差距正在扩大。,差距；鸿沟
006207,gulf,2,The oil spill caused great damage to the gulf\'s ecosystem.,漏油事件对海湾生态系统造成了巨大破坏。,海湾
006207,gulf,3,There is a gulf of understanding between them on this issue.,他们之间在这个问题上存在理解鸿沟。,分歧；隔阂
006208,gull,1,The seagulls were circling above the ocean.,海鸥在海面上空盘旋。,海鸥
006208,gull,2,Don\'t be gulled by his sweet words.,不要被他的甜言蜜语所欺骗。,欺骗
006208,gull,3,She is too naive to be gulled so easily.,她太天真了，不会那么容易被欺骗。,哄骗
006209,gully,1,Heavy rain turned the field into a gully.,大雨把田地变成了沟壑。,冲沟；溪谷
006209,gully,2,The water rushed down the gully with great force.,水以巨大的力量冲下沟壑。,冲沟；溪谷
006209,gully,3,The workers are trying to fill the gully to build a road.,工人们正在努力填平沟壑以修路。,冲沟；溪谷
006210,gulp,1,He gulped down the water.,他把水咽了下去。,大口地吞咽
006210,gulp,2,She gulped nervously before the interview.,采访前她紧张地咽了口口水。,吞咽，因紧张而咽口水
006210,gulp,3,The fish gulped air at the surface of the water.,鱼在水面上大口呼吸空气。,大口地吸气
006211,gum,1,I chewed a piece of gum to freshen my breath.,我嚼了一块口香糖来清新口气。,口香糖
006211,gum,2,The gum on the sole of my shoe needs to be removed.,我鞋底上的口香糖需要去除。,胶；胶水
006211,gum,3,The tree is oozing gum.,这棵树正在渗出口香糖。,树胶
006212,gumbo,1,The gumbo in this restaurant is famous for its rich flavor.,这家餐厅的浓汤以其浓郁的味道而闻名。,秋葵浓汤（一种用秋葵或秋葵荚做的浓汤，常加海鲜、肉类和蔬菜）
006212,gumbo,2,I learned how to make gumbo from my grandmother.,我从祖母那里学会了如何制作浓汤。,秋葵浓汤
006212,gumbo,3,The gumbo was so thick and hearty that it filled us up quickly.,浓汤又厚又丰盛，很快我们就吃饱了。,秋葵浓汤
006213,gun,1,He aimed the gun at the target.,他把枪瞄准了目标。,枪
006213,gun,2,The police officer drew his gun.,警察拔出了枪。,枪
006213,gun,3,The gun went off by accident.,枪不小心走火了。,枪
006214,gunfire,1,The soldiers were exposed to intense gunfire during the battle.,战斗中，士兵们暴露在猛烈的枪火之下。,炮火；枪声
006214,gunfire,2,They heard the distant gunfire and knew danger was approaching.,他们听到远处的枪声，知道危险正在逼近。,枪声
006214,gunfire,3,The sound of gunfire echoed through the empty streets.,枪声在空荡荡的街道上回响。,枪声
006215,gunman,1,The police are hunting for the gunman who committed the crime.,警方正在追捕犯罪的枪手。,持枪歹徒
006215,gunman,2,The gunman emerged from the shadows and opened fire.,枪手从阴影中出现并开枪。,持枪者
006215,gunman,3,Witnesses described the gunman as a tall man in a black coat.,目击者称枪手是一名身穿黑色外套的高个子男子。,持枪男子
006216,gunner,1,The gunner aimed carefully and fired the cannon.,炮手仔细瞄准，开炮。,炮手
006216,gunner,2,The fighter jet has an experienced gunner on board.,这架战斗机上有一名经验丰富的炮手。,射击员
006216,gunner,3,The army is looking for skilled gunners to join the mission.,陆军正在寻找熟练的枪手来加入这项任务。,炮手
006217,gunpoint,1,The thief held the shopkeeper at gunpoint and demanded money.,小偷用枪指着店主并索要钱财。,用枪威胁；在枪口的威胁下
006217,gunpoint,2,She was kidnapped at gunpoint and taken to an unknown location.,她被持枪绑架并被带到一个未知地点。,在枪口威胁之下
006217,gunpoint,3,The bank teller was forced to open the safe at gunpoint.,银行出纳员被迫用枪胁迫打开保险箱。,在枪口逼迫下
006218,gunpowder,1,The invention of gunpowder changed the way of warfare.,火药的发明改变了战争方式。,火药
006218,gunpowder,2,They were cautious when handling the gunpowder.,他们在处理火药时非常小心。,火药
006218,gunpowder,3,Gunpowder was a crucial factor in the development of early firearms.,火药是早期火器发展的关键因素。,火药
006219,gunshot,1,The police heard the gunshot and rushed to the scene.,警察听到枪声后赶到现场。,枪声
006219,gunshot,2,He was injured by a stray gunshot.,他被流弹打伤。,枪声；子弹
006219,gunshot,3,The sound of the gunshot echoed through the valley.,枪声在山谷中回荡。,枪声
006220,guru,1,The yoga guru led the class with grace and expertise.,瑜伽大师以优雅和专业的方式带领班级。,专家；权威；大师
006220,guru,2,He became a guru in the field of finance after years of hard work.,经过多年的努力，他成为了金融领域的大师。,权威；大师
006220,guru,3,The spiritual guru offered guidance and wisdom to those seeking inner peace.,这位精神导师为那些寻求内心平静的人提供了指导和智慧。,导师；大师
006221,gush,1,The oil well began to gush black gold.,油井开始涌出黑金。,喷出；涌出
006221,gush,2,She gushed about her new job with excitement.,她兴奋地滔滔不绝地谈论她的新工作。,滔滔不绝地说
006221,gush,3,Blood was gushing from the wound.,鲜血从伤口中涌出。,涌出；大量流出
006222,gust,1,A gust of wind blew the door shut.,一阵风把门吹开了。,一阵（风）
006222,gust,2,The gust was so strong that it knocked over the chair.,狂风太大，把椅子掀翻了。,一阵（风）
006222,gust,3,A sudden gust of wind caught her umbrella and turned it inside out.,突然一阵风吹过她的雨伞，把它翻了个底朝天。,一阵（风）
006223,gusto,1,He attacked the food with gusto.,他津津有味地大吃起来。,热情；兴致
006223,gusto,2,She danced with gusto.,她热情地跳舞。,热情；兴致
006223,gusto,3,They sang the song with great gusto.,他们兴致勃勃地唱着这首歌。,热情；兴致
006224,gut,1,He had the guts to stand up to the bully.,他有胆量对抗那个恶霸。,胆量；勇气
006224,gut,2,The fish was gutted and prepared for cooking.,这条鱼被取出内脏准备烹饪。,取出...的内脏
006224,gut,3,My gut feeling tells me that something is wrong.,我的直觉告诉我有些不对劲。,直觉
006225,gutter,1,The rainwater flowed along the gutter.,雨水沿着排水沟流淌。,排水沟
006225,gutter,2,The candle was placed in the gutter of the candlestick.,蜡烛被放在烛台的凹槽里。,凹槽
006225,gutter,3,He found a coin in the gutter.,他在路边的排水沟里发现了一枚硬币。,路边的排水沟
006226,guy,1,The guy over there is my friend.,那边的那个家伙是我的朋友。,家伙；男人；小伙子
006226,guy,2,"Hey, guys! Let\'s go.",嘿，伙计们！咱们走吧。,伙计们；朋友们
006226,guy,3,He\'s a nice guy.,他是个好人。,人；家伙
006227,gym,1,I go to the gym three times a week to keep fit.,我每周去健身房三次来保持健康。,健身房
006227,gym,2,The school gym is being renovated.,学校的体育馆正在翻新。,体育馆
006227,gym,3,She does yoga in the gym every morning.,她每天早上在健身房做瑜伽。,健身房
006228,gymnasium,1,I go to the gymnasium to work out three times a week.,我每周去体育馆锻炼三次。,体育馆
006228,gymnasium,2,The school gymnasium is being renovated.,学校的体育馆正在翻新。,体育馆
006228,gymnasium,3,She met her friend at the gymnasium after school.,放学后她在体育馆见到了她的朋友。,体育馆
006229,gymnast,1,The gymnast performed a perfect routine on the balance beam.,这位体操运动员在平衡木上完成了一套完美的动作。,体操运动员
006229,gymnast,2,She has been training as a gymnast since she was five.,她从五岁起就一直作为体操运动员接受训练。,体操运动员
006229,gymnast,3,The young gymnast showed great potential in the competition.,这位年轻的体操运动员在比赛中展现出了巨大的潜力。,体操运动员
006230,gymnastics,1,She is very good at gymnastics and has won many competitions.,她非常擅长体操并且赢得了许多比赛。,体操
006230,gymnastics,2,The school offers various courses in gymnastics for students to choose from.,这所学校为学生提供了各种体操课程以供选择。,体操
006230,gymnastics,3,He spent hours practicing gymnastics every day to improve his skills.,他每天花费数小时练习体操以提高他的技能。,体操
006231,gynecologist,1,I made an appointment with a gynecologist for a regular check-up.,我和一位妇科医生预约了做常规检查。,妇科医生
006231,gynecologist,2,The gynecologist diagnosed her with a minor reproductive disorder.,这位妇科医生诊断她患有轻微的生殖系统疾病。,妇科医生
006231,gynecologist,3,"When facing gynecological problems, it\'s important to consult a gynecologist promptly.",当面临妇科问题时，及时咨询妇科医生是很重要的。,妇科医生
006232,gypsy,1,The gypsy woman told fortunes in the market.,那个吉普赛女人在市场上给人算命。,吉普赛人（女性）
006232,gypsy,2,He was charmed by the gypsy music.,他被吉普赛音乐迷住了。,吉普赛的
006232,gypsy,3,The gypsy caravan moved on to the next town.,吉普赛大篷车前往下一个城镇。,吉普赛人的篷车
006233,ha,1,Ha! I knew you would come.,哈！我就知道你会来。,表示惊喜、嘲笑或得意
006233,ha,2,She let out a ha of laughter.,她发出了一声哈哈的大笑。,笑声
006233,ha,3,"Ha, you think you\'re so smart.",哈，你以为你很聪明。,表示轻蔑、不屑
006234,habit,1,I have a habit of reading before bedtime.,我有在睡前阅读的习惯。,习惯
006234,habit,2,Smoking is a bad habit that\'s hard to break.,吸烟是个难以戒除的坏习惯。,习惯
006234,habit,3,He developed the habit of exercising regularly to stay fit.,他养成了定期锻炼以保持健康的习惯。,习惯
006235,habitable,1,The planet was found to be potentially habitable.,这颗行星被发现可能适合居住。,适合居住的
006235,habitable,2,Only a few areas of the desert are habitable.,沙漠中只有少数几个地区是可居住的。,可居住的
006235,habitable,3,The new house is habitable at last.,这座新房子终于可以住人了。,适合居住的
006236,habitat,1,The panda\'s natural habitat is the bamboo forest.,熊猫的自然栖息地是竹林。,栖息地
006236,habitat,2,This area provides a suitable habitat for many rare birds.,这个地区为许多珍稀鸟类提供了合适的栖息地。,栖息地
006236,habitat,3,The destruction of their habitat has threatened the survival of the species.,它们栖息地的破坏已经威胁到该物种的生存。,栖息地
006237,habitation,1,The area is not suitable for human habitation due to its harsh climate.,由于气候恶劣，这个地区不适合人类居住。,居住；住所
006237,habitation,2,The ancient ruins provide evidence of past habitation.,这些古老的废墟提供了过去有人居住的证据。,居住；居住点
006237,habitation,3,The search for habitation on other planets is an ongoing scientific endeavor.,在其他星球上寻找可居住之处是一项正在进行的科学努力。,居住；栖息地
006238,habitual,1,He has a habitual smile on his face.,他脸上常有笑容。,经常的；惯常的
006238,habitual,2,Her habitual lateness was causing problems at work.,她上班经常迟到，这引发了问题。,习惯的；习以为常的
006238,habitual,3,The thief had a habitual way of entering houses through the back door.,这个小偷有从后门进入房子的惯常方式。,惯常的；习惯性的
006239,habitually,1,He habitually smokes after dinner.,他习惯在晚饭后抽烟。,习惯地
006239,habitually,2,She habitually arrives early for work.,她习惯上班早到。,习惯地
006239,habitually,3,They habitually go for a walk in the park on weekends.,他们周末习惯去公园散步。,习惯地
006240,hacienda,1,The hacienda was once a prosperous farm.,这座大庄园曾经是一个繁荣的农场。,大庄园
006240,hacienda,2,They visited a beautiful hacienda in the countryside.,他们参观了乡下一座美丽的大庄园。,大庄园
006240,hacienda,3,The hacienda is now a tourist attraction.,这座大庄园现在是一个旅游景点。,大庄园
006241,hack,1,He managed to hack into the company\'s secure database.,他设法侵入了公司的安全数据库。,非法侵入（计算机系统）
006241,hack,2,The woodcutter hacks at the tree with an axe.,伐木工人用斧头砍树。,砍，劈
006241,hack,3,She\'s been hacking away at that report all day.,她一整天都在埋头写那份报告。,努力地干；不停地做
006242,hacker,1,The hacker broke into the company\'s database and stole sensitive information.,黑客闯入了公司的数据库并窃取了敏感信息。,非法入侵计算机系统的人
006242,hacker,2,He is considered a skilled hacker in the field of computer security.,他被认为是计算机安全领域的熟练黑客。,在计算机方面有高超技能的人
006242,hacker,3,The police are hunting for the hacker who caused chaos on the internet.,警方正在追捕在互联网上造成混乱的黑客。,造成破坏或违法的计算机高手
006243,haggle,1,We haggled over the price of the second-hand car for a long time.,我们为二手车的价格讨价还价了很长时间。,讨价还价
006243,haggle,2,She loves to haggle in the market when buying clothes.,她买衣服时喜欢在市场上讨价还价。,讨价还价
006243,haggle,3,Don\'t haggle with the taxi driver; just pay the fare on the meter.,不要与出租车司机讨价还价；只需在计价器上支付车费即可。,讨价还价
006244,hah,1,Hah! I knew you would come back.,哈！我知道你会回来的。,表示开心、得意或嘲笑的语气词
006244,hah,2,"Hah, you thought you could fool me?",哈哈，你以为你能骗我吗？,用于表达质疑或轻蔑
006244,hah,3,Hah! What a funny joke.,哈！多么好笑的笑话啊。,表示觉得某事好笑
006245,hail,1,A hail of bullets whistled past.,一阵枪林弹雨呼啸而过。,一阵
006245,hail,2,We hailed a taxi and rushed to the airport.,我们叫了一辆出租车，赶往机场。,叫（出租车等）
006245,hail,3,The hero was hailed as a savior.,这位英雄被誉为救世主。,称赞；欢呼；拥戴
006246,hair,1,She has long black hair.,她有一头长长的黑发。,头发
006246,hair,2,There\'s a hair in my soup!,我的汤里有一根头发！,毛发
006246,hair,3,The dog\'s hair is all over the sofa.,沙发上到处都是狗的毛。,（动物的）毛
006247,haircut,1,I need a new haircut for the party.,我需要为聚会剪一个新发型。,发型；理发
006247,haircut,2,The barber gave him a stylish haircut.,理发师给他剪了一个时髦的发型。,发型；理发
006247,haircut,3,Her haircut makes her look younger.,她的发型让她看起来更年轻。,发型
006248,hairdo,1,She got a new hairdo for the party.,她为聚会换了新发型。,发型
006248,hairdo,2,His wild hairdo attracted a lot of attention.,他狂野的发型吸引了很多人的注意。,发型
006248,hairdo,3,The hairdo of the model on the runway was very fashionable.,T台上模特的发型非常时尚。,发型
006249,hairdresser,1,I need to visit the hairdresser to get a new hairstyle.,我需要去理发店换个新发型。,理发师
006249,hairdresser,2,The hairdresser cut my hair too short.,理发师把我的头发剪得太短了。,理发师
006249,hairdresser,3,She has been working as a hairdresser for five years.,她担任美发师已经五年了。,理发师
006250,hairline,1,She has a fine hairline at the nape of her neck.,她的颈背处有一条细细的发际线。,发际线
006250,hairline,2,The man\'s receding hairline made him look older.,男人后退的发际线让他看起来更老了。,发际线
006250,hairline,3,The stress caused her hairline to thin.,压力导致她的发际线变薄。,发际线
006251,hairstyle,1,She has a fashionable hairstyle that suits her face shape.,她有一个适合她脸型的时尚发型。,发型
